BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BA,BA,BA,BA,HL,HL,BA,BA,BA,T,BA,BA,BR,BA,BA,BA,BR
BR,BA,BA,BA,BR,HL,HL,BA,BA,T,P,T,BA,BR,BA,BA,BA,BR
BR,BA,SR,BA,BR,BA,BA,BA,BA,BA,T,BA,BA,BA,BA,KW,BA,BR
BR,BA,BA,BA,BR,BA,T,BA,BA,BA,BL,BL,BA,BR,BA,BA,BA,BR
BR,BA,BA,BA,BR,T,P,T,BA,BA,BL,BL,BA,BR,BA,BA,BA,BR
BR,BR,BR,BR,BR,BA,T,BA,BA,BA,BA,BA,BA,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
TURNSTILE 9 6 10 5 10 7 11 6 P 10 6
TURNSTILE 6 10 7 9 7 11 8 10 P 7 10
BLOCK 9 10 9 11 10 10 10 11
HOLE 6 5 6 6 7 5 7 6
