BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BA,BA,BA,BA,BA,BA,BR,BR,BR,BR,BR,BR
BR,BR,BA,BA,BA,BR,BA,BA,T,BA,BA,BA,BR,BA,BA,BA,BR,BR
BR,BR,BA,SR,BA,HL,BA,BA,A,BL,BA,BA,BA,BA,KW,BA,BR,BR
BR,BR,BA,BA,BA,BR,BA,BA,T,BA,BA,BA,BR,BA,BA,BA,BR,BR
BR,BR,BR,BR,BR,BR,BA,BA,BA,BA,BA,BA,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR
HOLE 8 5
TURNSTILE 7 8 9 8 P 8 8
BLOCK 8 9
