WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,[],[],[],[],[],[],WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,[],[],BL,BL,[],[],WW,WW,WW,WW,WW
WW,WW,WW,SR,HL,HL,HL,[],[],BL,BL,[],[],WW,WW,WW,WW,WW
WW,WW,WW,[],HL,HL,HL,[],[],BL,BL,[],KW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,[],BL,BL,BL,[],[],WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,[],BL,BL,BL,[],[],WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,[],[],[],[],[],[],WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
4
BLOCK 5 9 5 10
BLOCK 6 9 6 10 7 9 7 10
BLOCK 8 8 8 9 8 10 9 8 9 9 9 10
HOLE 6 4 6 5 6 6 7 4 7 5 7 6
