WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,[],[],[],[],[],WW,[],BL,[],WW,[],[],[],[],[],[],WW
WW,[],[],[],[],[],WW,[],TS,[],WW,[],[],[],[],[],[],WW
WW,[],[],[],[],[],TS,TS,PV,[],BL,[],[],[],[],[],[],WW
WW,[],[],SR,[],[],PV,[],[],[],BL,[],[],[],KW,[],[],WW
WW,[],[],[],[],[],TS,TS,PV,[],BL,[],[],[],[],[],[],WW
WW,[],[],[],[],[],WW,[],TS,[],WW,[],[],[],[],[],[],WW
WW,[],[],[],[],[],WW,[],BL,[],WW,[],[],[],[],[],[],WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
0
