WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,[],[],[],[],[],[],[],[],WW,[],[],[],WW
WW,[],[],[],WW,[],[],[],BL,BL,[],[],[],WW,[],[],[],WW
WW,[],[],[],WW,WW,WW,WW,BL,BL,BL,BL,[],WW,[],[],[],WW
WW,[],[],[],[],[],[],[],BL,BL,BL,BL,[],[],[],KW,[],WW
WW,[],[],[],WW,WW,WW,WW,BL,BL,[],[],[],WW,[],[],[],WW
WW,[],[],[],WW,[],[],[],[],[],[],[],[],WW,[],[],[],WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW,WW
3
BLOCK 8 10 8 11 9 10 9 11
BLOCK 7 8 7 9 8 8 8 9
BLOCK 9 8 9 9 10 8 10 9
